0 0.48284 0.0298582 0.0280627 0.0264204 0.029855 0.0281058 0.0264195 0.0298562 0.0198899 0.0248438 0.0264206 0.0298553 0.027909 0.0264168 0.0298578 0.0273754 0.0266569 0.0264227 0.0298582 0.0289615 0.0286499 0.0264217 0.0298523 0.0280903 0.0264213 0.0298538 0.0294401 0.0271323 0.0264219 0.0298578 0.0294052 0.0264632 0.0264193 0.0298581 0.0297593 0.0264869 0.0264211 32 0.00210393
1 0.463732 0.0319821 0.0281114 0.0249665 0.0319754 0.0282011 0.0249651 0.0319781 0.0143942 0.0220867 0.0249668 0.0319762 0.0278166 0.02496 0.0319814 0.0266266 0.0256232 0.0249705 0.0319822 0.0298985 0.0294056 0.0249689 0.0319698 0.0281644 0.0249679 0.0319728 0.0311101 0.0262665 0.0249691 0.0319814 0.030933 0.0250632 0.0249647 0.0319822 0.0317619 0.025088 0.0249679 32 0.00214001
2 0.443457 0.0341347 0.0279446 0.023477 0.0341243 0.0280833 0.0234754 0.0341285 0.0105435 0.019513 0.0234775 0.0341255 0.0275247 0.0234683 0.0341338 0.0255868 0.0246767 0.0234823 0.0341348 0.0305825 0.0300666 0.0234804 0.0341155 0.0280206 0.0234789 0.0341199 0.0327743 0.02524 0.0234806 0.0341335 0.0323425 0.02363 0.0234748 0.0341351 0.0337689 0.023642 0.0234792 32 0.00216157
3 0.422613 0.0363017 0.0275833 0.0219935 0.0362874 0.0277723 0.0219918 0.0362932 0.00782418 0.0171306 0.0219941 0.0362891 0.0270563 0.0219831 0.0363007 0.0243122 0.0238146 0.0219996 0.036302 0.0310118 0.0306491 0.0219976 0.0362751 0.0276797 0.0219957 0.0362811 0.0344201 0.024101 0.0219978 0.0363002 0.0336165 0.0221995 0.0219911 0.0363027 0.0357647 0.0221906 0.0219964 32 0.00216934
4 0.40163 0.0384697 0.0270489 0.0205434 0.0384514 0.0272885 0.0205417 0.0384588 0.0058859 0.0149463 0.0205441 0.0384536 0.0264336 0.0205316 0.0384688 0.0228582 0.0230323 0.02055 0.0384701 0.0311898 0.0311657 0.0205481 0.0384353 0.027163 0.0205457 0.0384427 0.0360357 0.0228883 0.0205482 0.0384678 0.0347401 0.0207963 0.0205408 0.0384715 0.0377345 0.0207626 0.0205469 32 0.00216408
5 0.380819 0.040626 0.0263635 0.0191444 0.0406036 0.0266529 0.0191428 0.0406128 0.00449017 0.012963 0.0191452 0.0406064 0.0256787 0.0191317 0.0406255 0.0212785 0.0223243 0.0191513 0.0406267 0.0311249 0.0316259 0.0191496 0.0405837 0.0264925 0.0191468 0.0405924 0.0376106 0.0216332 0.0191497 0.0406239 0.0357017 0.0194366 0.0191419 0.0406289 0.0396648 0.019377 0.0191485 32 0.00214667
6 0.360408 0.0427591 0.0255491 0.0178076 0.0427325 0.0258869 0.0178061 0.0427435 0.00347429 0.0111796 0.0178085 0.0427358 0.0248131 0.0177942 0.042759 0.019623 0.0216851 0.0178146 0.0427601 0.0308305 0.0320376 0.0178132 0.0427085 0.0256904 0.01781 0.0427184 0.0391352 0.020361 0.0178132 0.0427567 0.0364924 0.0181312 0.0178051 0.0427634 0.0415431 0.0180462 0.0178121 32 0.00211806
7 0.34056 0.0448582 0.0246281 0.0165393 0.0448274 0.0250117 0.0165377 0.0448403 0.00272674 0.00959091 0.0165401 0.0448313 0.0238579 0.0165253 0.0448587 0.0179371 0.0211094 0.0165463 0.0448595 0.030324 0.0324071 0.0165451 0.0447993 0.0247789 0.0165416 0.0448101 0.040601 0.0190918 0.016545 0.0448557 0.0371069 0.0168865 0.0165368 0.0448641 0.0433584 0.0167777 0.0165441 32 0.00207933
8 0.321394 0.0469138 0.0236218 0.0153424 0.0468789 0.0240482 0.0153409 0.0468936 0.00217058 0.00818831 0.0153433 0.0468833 0.022833 0.0153281 0.0469151 0.0162604 0.0205919 0.0153493 0.0469153 0.0296264 0.0327397 0.0153484 0.0468465 0.0237798 0.0153446 0.0468581 0.042001 0.0178418 0.0153483 0.0469111 0.0375436 0.0157063 0.01534 0.0469215 0.0451011 0.0155759 0.0153476 32 0.00203164
9 0.302995 0.0489176 0.0225511 0.0142179 0.0488785 0.0230166 0.0142163 0.0488951 0.00175233 0.00696031 0.0142186 0.0488835 0.0217574 0.0142033 0.0489199 0.0146262 0.0201278 0.0142245 0.0489193 0.0287614 0.0330401 0.0142239 0.0488419 0.0227138 0.0142198 0.0488539 0.0433293 0.0166234 0.0142238 0.0489148 0.0378039 0.0145919 0.0142155 0.0489274 0.0467633 0.0144425 0.0142231 32 0.00197621
